areaType,areaName,areaCode,date,newCasesByPublishDate,cumCasesByPublishDate
nation,Scotland,S92000003,12/10/2020,961,39959
nation,Scotland,S92000003,11/10/2020,956,38998
nation,Scotland,S92000003,10/10/2020,1009,38042
nation,Scotland,S92000003,09/10/2020,1246,37033
nation,Scotland,S92000003,08/10/2020,1027,35787
nation,Scotland,S92000003,07/10/2020,1054,34760
nation,Scotland,S92000003,06/10/2020,800,33706
nation,Scotland,S92000003,05/10/2020,697,32906
nation,Scotland,S92000003,04/10/2020,758,32209
nation,Scotland,S92000003,03/10/2020,764,31451
nation,Scotland,S92000003,02/10/2020,775,30687
nation,Scotland,S92000003,01/10/2020,668,29912
nation,Scotland,S92000003,30/09/2020,640,29244
nation,Scotland,S92000003,29/09/2020,806,28604
nation,Scotland,S92000003,28/09/2020,222,27798
nation,Scotland,S92000003,27/09/2020,344,27576
nation,Scotland,S92000003,26/09/2020,714,27232
nation,Scotland,S92000003,25/09/2020,558,26518
nation,Scotland,S92000003,24/09/2020,465,25960
nation,Scotland,S92000003,23/09/2020,486,25495
nation,Scotland,S92000003,22/09/2020,383,25009
nation,Scotland,S92000003,21/09/2020,255,24626
nation,Scotland,S92000003,20/09/2020,245,24371
nation,Scotland,S92000003,19/09/2020,350,24126
nation,Scotland,S92000003,18/09/2020,203,23776
nation,Scotland,S92000003,17/09/2020,290,23573
nation,Scotland,S92000003,16/09/2020,267,23283
nation,Scotland,S92000003,15/09/2020,267,23016
nation,Scotland,S92000003,14/09/2020,70,22749
nation,Scotland,S92000003,13/09/2020,244,22679
nation,Scotland,S92000003,12/09/2020,221,22435
nation,Scotland,S92000003,11/09/2020,175,22214
nation,Scotland,S92000003,10/09/2020,161,22039
nation,Scotland,S92000003,09/09/2020,159,21878
nation,Scotland,S92000003,08/09/2020,176,21719
nation,Scotland,S92000003,07/09/2020,146,21543
nation,Scotland,S92000003,06/09/2020,208,21397
nation,Scotland,S92000003,05/09/2020,141,21189
nation,Scotland,S92000003,04/09/2020,159,21048
nation,Scotland,S92000003,03/09/2020,101,20889
nation,Scotland,S92000003,02/09/2020,156,20788
nation,Scotland,S92000003,01/09/2020,154,20632
nation,Scotland,S92000003,31/08/2020,160,20478
nation,Scotland,S92000003,30/08/2020,123,20318
nation,Scotland,S92000003,29/08/2020,88,20195
nation,Scotland,S92000003,28/08/2020,51,20107
nation,Scotland,S92000003,27/08/2020,68,20056
nation,Scotland,S92000003,26/08/2020,67,19988
nation,Scotland,S92000003,25/08/2020,44,19921
nation,Scotland,S92000003,24/08/2020,66,19877
nation,Scotland,S92000003,23/08/2020,83,19811
nation,Scotland,S92000003,22/08/2020,123,19728
nation,Scotland,S92000003,21/08/2020,71,19605
nation,Scotland,S92000003,20/08/2020,77,19534
nation,Scotland,S92000003,19/08/2020,50,19457
nation,Scotland,S92000003,18/08/2020,49,19407
nation,Scotland,S92000003,17/08/2020,26,19358
nation,Scotland,S92000003,16/08/2020,43,19332
nation,Scotland,S92000003,15/08/2020,51,19289
nation,Scotland,S92000003,14/08/2020,65,19238
nation,Scotland,S92000003,13/08/2020,47,19173
nation,Scotland,S92000003,12/08/2020,47,19126
nation,Scotland,S92000003,11/08/2020,52,19079
nation,Scotland,S92000003,10/08/2020,29,19027
nation,Scotland,S92000003,09/08/2020,48,18998
nation,Scotland,S92000003,08/08/2020,60,18950
nation,Scotland,S92000003,07/08/2020,43,18890
nation,Scotland,S92000003,06/08/2020,66,18847
nation,Scotland,S92000003,05/08/2020,64,18781
nation,Scotland,S92000003,04/08/2020,23,18717
nation,Scotland,S92000003,03/08/2020,18,18694
nation,Scotland,S92000003,02/08/2020,31,18676
nation,Scotland,S92000003,01/08/2020,18,18645
nation,Scotland,S92000003,31/07/2020,30,18627
nation,Scotland,S92000003,30/07/2020,17,18597
nation,Scotland,S92000003,29/07/2020,22,18580
nation,Scotland,S92000003,28/07/2020,4,18558
nation,Scotland,S92000003,27/07/2020,3,18554
nation,Scotland,S92000003,26/07/2020,4,18551
nation,Scotland,S92000003,25/07/2020,27,18547
nation,Scotland,S92000003,24/07/2020,20,18520
nation,Scotland,S92000003,23/07/2020,16,18500
nation,Scotland,S92000003,22/07/2020,10,18484
nation,Scotland,S92000003,21/07/2020,22,18474
nation,Scotland,S92000003,20/07/2020,7,18452
nation,Scotland,S92000003,19/07/2020,23,18445
nation,Scotland,S92000003,18/07/2020,21,18422
nation,Scotland,S92000003,17/07/2020,17,18401
nation,Scotland,S92000003,16/07/2020,11,18384
nation,Scotland,S92000003,15/07/2020,5,18373
nation,Scotland,S92000003,14/07/2020,3,18368
nation,Scotland,S92000003,13/07/2020,6,18365
nation,Scotland,S92000003,12/07/2020,19,18359
nation,Scotland,S92000003,11/07/2020,7,18340
nation,Scotland,S92000003,10/07/2020,18,18333
nation,Scotland,S92000003,09/07/2020,6,18315
nation,Scotland,S92000003,08/07/2020,7,18309
nation,Scotland,S92000003,07/07/2020,2,18302
nation,Scotland,S92000003,06/07/2020,4,18300
nation,Scotland,S92000003,05/07/2020,9,18296
nation,Scotland,S92000003,04/07/2020,11,18287
nation,Scotland,S92000003,03/07/2020,12,18276
nation,Scotland,S92000003,02/07/2020,5,18264
nation,Scotland,S92000003,01/07/2020,8,18259
nation,Scotland,S92000003,30/06/2020,10,18251
nation,Scotland,S92000003,29/06/2020,5,18241
nation,Scotland,S92000003,28/06/2020,8,18236
nation,Scotland,S92000003,27/06/2020,15,18228
nation,Scotland,S92000003,26/06/2020,17,18213
nation,Scotland,S92000003,25/06/2020,5,18196
nation,Scotland,S92000003,24/06/2020,9,18191
nation,Scotland,S92000003,23/06/2020,12,18182
nation,Scotland,S92000003,22/06/2020,14,18170
nation,Scotland,S92000003,21/06/2020,26,18156
nation,Scotland,S92000003,20/06/2020,26,18130
nation,Scotland,S92000003,19/06/2020,27,18104
nation,Scotland,S92000003,18/06/2020,11,18077
nation,Scotland,S92000003,17/06/2020,21,18066
nation,Scotland,S92000003,16/06/2020,15,18045
nation,Scotland,S92000003,15/06/2020,29,18030
nation,Scotland,S92000003,14/06/2020,25,15755
nation,Scotland,S92000003,13/06/2020,21,15730
nation,Scotland,S92000003,12/06/2020,27,15709
nation,Scotland,S92000003,11/06/2020,17,15682
nation,Scotland,S92000003,10/06/2020,12,15665
nation,Scotland,S92000003,09/06/2020,14,15653
nation,Scotland,S92000003,08/06/2020,18,15639
nation,Scotland,S92000003,07/06/2020,18,15621
nation,Scotland,S92000003,06/06/2020,21,15603
nation,Scotland,S92000003,05/06/2020,29,15582
nation,Scotland,S92000003,04/06/2020,49,15553
nation,Scotland,S92000003,03/06/2020,33,15504
nation,Scotland,S92000003,02/06/2020,53,15471
nation,Scotland,S92000003,01/06/2020,18,15418
nation,Scotland,S92000003,31/05/2020,18,15400
nation,Scotland,S92000003,30/05/2020,55,15382
nation,Scotland,S92000003,29/05/2020,39,15327
nation,Scotland,S92000003,28/05/2020,48,15288
nation,Scotland,S92000003,27/05/2020,55,15240
nation,Scotland,S92000003,26/05/2020,29,15185
nation,Scotland,S92000003,25/05/2020,55,15156
nation,Scotland,S92000003,24/05/2020,60,15101
nation,Scotland,S92000003,23/05/2020,72,15041
nation,Scotland,S92000003,22/05/2020,113,14969
nation,Scotland,S92000003,21/05/2020,105,14856
nation,Scotland,S92000003,20/05/2020,96,14751
nation,Scotland,S92000003,19/05/2020,61,14655
nation,Scotland,S92000003,18/05/2020,57,14594
nation,Scotland,S92000003,17/05/2020,90,14537
nation,Scotland,S92000003,16/05/2020,187,14447
nation,Scotland,S92000003,15/05/2020,143,14260
nation,Scotland,S92000003,14/05/2020,188,14117
nation,Scotland,S92000003,13/05/2020,166,13929
nation,Scotland,S92000003,12/05/2020,136,13763
nation,Scotland,S92000003,11/05/2020,141,13627
nation,Scotland,S92000003,10/05/2020,181,13486
nation,Scotland,S92000003,09/05/2020,156,13305
nation,Scotland,S92000003,08/05/2020,225,13149
nation,Scotland,S92000003,07/05/2020,215,12924
nation,Scotland,S92000003,06/05/2020,272,12709
nation,Scotland,S92000003,05/05/2020,171,12437
nation,Scotland,S92000003,04/05/2020,169,12266
nation,Scotland,S92000003,03/05/2020,170,12097
nation,Scotland,S92000003,02/05/2020,273,11927
nation,Scotland,S92000003,01/05/2020,301,11654
nation,Scotland,S92000003,30/04/2020,319,11353
nation,Scotland,S92000003,29/04/2020,313,11034
nation,Scotland,S92000003,28/04/2020,200,10721
nation,Scotland,S92000003,27/04/2020,197,10521
nation,Scotland,S92000003,26/04/2020,273,10324
nation,Scotland,S92000003,25/04/2020,354,10051
nation,Scotland,S92000003,24/04/2020,288,9697
nation,Scotland,S92000003,23/04/2020,371,9409
nation,Scotland,S92000003,22/04/2020,366,9038
nation,Scotland,S92000003,21/04/2020,222,8672
nation,Scotland,S92000003,20/04/2020,263,8450
nation,Scotland,S92000003,19/04/2020,367,8187
nation,Scotland,S92000003,18/04/2020,411,7820
nation,Scotland,S92000003,17/04/2020,307,7409
nation,Scotland,S92000003,16/04/2020,354,7102
nation,Scotland,S92000003,15/04/2020,390,6748
nation,Scotland,S92000003,14/04/2020,291,6358
nation,Scotland,S92000003,13/04/2020,155,6067
nation,Scotland,S92000003,12/04/2020,322,5912
nation,Scotland,S92000003,11/04/2020,315,5590
nation,Scotland,S92000003,10/04/2020,318,5275
nation,Scotland,S92000003,09/04/2020,392,4957
nation,Scotland,S92000003,08/04/2020,336,4565
nation,Scotland,S92000003,07/04/2020,268,4229
nation,Scotland,S92000003,06/04/2020,255,3961
nation,Scotland,S92000003,05/04/2020,361,3706
nation,Scotland,S92000003,04/04/2020,344,3345
nation,Scotland,S92000003,03/04/2020,399,3001
nation,Scotland,S92000003,02/04/2020,292,2602
nation,Scotland,S92000003,01/04/2020,317,2310
nation,Scotland,S92000003,31/03/2020,430,1993
nation,Scotland,S92000003,30/03/2020,179,1563
nation,Scotland,S92000003,29/03/2020,139,1384
nation,Scotland,S92000003,28/03/2020,186,1245
nation,Scotland,S92000003,27/03/2020,165,1059
nation,Scotland,S92000003,26/03/2020,175,894
nation,Scotland,S92000003,25/03/2020,135,719
nation,Scotland,S92000003,24/03/2020,85,584
nation,Scotland,S92000003,23/03/2020,83,499
nation,Scotland,S92000003,22/03/2020,43,416
nation,Scotland,S92000003,21/03/2020,51,373
nation,Scotland,S92000003,20/03/2020,56,322
nation,Scotland,S92000003,19/03/2020,39,266
nation,Scotland,S92000003,18/03/2020,32,227
nation,Scotland,S92000003,17/03/2020,24,195
nation,Scotland,S92000003,16/03/2020,18,171
nation,Scotland,S92000003,15/03/2020,32,153
nation,Scotland,S92000003,14/03/2020,36,121
nation,Scotland,S92000003,13/03/2020,25,85
nation,Scotland,S92000003,12/03/2020,24,60
nation,Scotland,S92000003,11/03/2020,9,36
nation,Scotland,S92000003,10/03/2020,4,27
nation,Scotland,S92000003,09/03/2020,5,23
nation,Scotland,S92000003,08/03/2020,2,18
nation,Scotland,S92000003,07/03/2020,5,16
nation,Scotland,S92000003,06/03/2020,5,11
nation,Scotland,S92000003,05/03/2020,3,6
nation,Scotland,S92000003,04/03/2020,2,3
nation,Scotland,S92000003,03/03/2020,0,1
nation,Scotland,S92000003,02/03/2020,1,1
nation,Wales,W92000004,07/07/2021,663,222448
nation,Wales,W92000004,06/07/2021,698,221785
nation,Wales,W92000004,05/07/2021,1256,221087
nation,Wales,W92000004,04/07/2021,535,219831
nation,Wales,W92000004,03/07/2021,0,219296
nation,Wales,W92000004,02/07/2021,570,219296
nation,Wales,W92000004,01/07/2021,481,218726
nation,Wales,W92000004,30/06/2021,513,218245
nation,Wales,W92000004,29/06/2021,281,217732
nation,Wales,W92000004,28/06/2021,670,217452
nation,Wales,W92000004,27/06/2021,416,216782
nation,Wales,W92000004,26/06/2021,0,216366
nation,Wales,W92000004,25/06/2021,336,216366
nation,Wales,W92000004,24/06/2021,438,216030
nation,Wales,W92000004,23/06/2021,213,215593
nation,Wales,W92000004,22/06/2021,175,215380
nation,Wales,W92000004,21/06/2021,484,215205
nation,Wales,W92000004,20/06/2021,176,214721
nation,Wales,W92000004,19/06/2021,0,214545
nation,Wales,W92000004,18/06/2021,163,214545
nation,Wales,W92000004,17/06/2021,140,214382
nation,Wales,W92000004,16/06/2021,141,214243
nation,Wales,W92000004,15/06/2021,98,214102
nation,Wales,W92000004,14/06/2021,247,214004
nation,Wales,W92000004,13/06/2021,115,213757
nation,Wales,W92000004,12/06/2021,0,213642
nation,Wales,W92000004,11/06/2021,118,213642
nation,Wales,W92000004,10/06/2021,113,213524
nation,Wales,W92000004,09/06/2021,223,213411
nation,Wales,W92000004,08/06/2021,22,213188
nation,Wales,W92000004,07/06/2021,75,213166
nation,Wales,W92000004,06/06/2021,92,213091
nation,Wales,W92000004,05/06/2021,0,212999
nation,Wales,W92000004,04/06/2021,71,212999
nation,Wales,W92000004,03/06/2021,49,212928
nation,Wales,W92000004,02/06/2021,83,212879
nation,Wales,W92000004,01/06/2021,94,212796
nation,Wales,W92000004,31/05/2021,0,212702
nation,Wales,W92000004,30/05/2021,30,212702
nation,Wales,W92000004,29/05/2021,0,212672
nation,Wales,W92000004,28/05/2021,32,212672
nation,Wales,W92000004,27/05/2021,58,212640
nation,Wales,W92000004,26/05/2021,28,212582
nation,Wales,W92000004,25/05/2021,19,212554
nation,Wales,W92000004,24/05/2021,101,212535
nation,Wales,W92000004,23/05/2021,46,212434
nation,Wales,W92000004,22/05/2021,0,212388
nation,Wales,W92000004,21/05/2021,28,212388
nation,Wales,W92000004,20/05/2021,45,212361
nation,Wales,W92000004,19/05/2021,44,212316
nation,Wales,W92000004,18/05/2021,32,212272
nation,Wales,W92000004,17/05/2021,91,212240
nation,Wales,W92000004,16/05/2021,54,212149
nation,Wales,W92000004,15/05/2021,0,212095
nation,Wales,W92000004,14/05/2021,54,212095
nation,Wales,W92000004,13/05/2021,59,212041
nation,Wales,W92000004,12/05/2021,22,211983
nation,Wales,W92000004,11/05/2021,30,211961
nation,Wales,W92000004,10/05/2021,104,211931
nation,Wales,W92000004,09/05/2021,54,211827
nation,Wales,W92000004,08/05/2021,0,211773
nation,Wales,W92000004,07/05/2021,47,211773
nation,Wales,W92000004,06/05/2021,34,211726
nation,Wales,W92000004,05/05/2021,54,211692
nation,Wales,W92000004,04/05/2021,65,211638
nation,Wales,W92000004,03/05/2021,0,211573
nation,Wales,W92000004,02/05/2021,79,211573
nation,Wales,W92000004,01/05/2021,0,211494
nation,Wales,W92000004,30/04/2021,36,211494
nation,Wales,W92000004,29/04/2021,69,211458
nation,Wales,W92000004,28/04/2021,35,211389
nation,Wales,W92000004,27/04/2021,33,211354
nation,Wales,W92000004,26/04/2021,97,211321
nation,Wales,W92000004,25/04/2021,62,211224
nation,Wales,W92000004,24/04/2021,0,211162
nation,Wales,W92000004,23/04/2021,58,211162
nation,Wales,W92000004,22/04/2021,63,211104
nation,Wales,W92000004,21/04/2021,64,211042
nation,Wales,W92000004,20/04/2021,53,210978
nation,Wales,W92000004,19/04/2021,102,210925
nation,Wales,W92000004,18/04/2021,94,210823
nation,Wales,W92000004,17/04/2021,0,210729
nation,Wales,W92000004,16/04/2021,48,210729
nation,Wales,W92000004,15/04/2021,105,210681
nation,Wales,W92000004,14/04/2021,62,210577
nation,Wales,W92000004,13/04/2021,69,210515
nation,Wales,W92000004,12/04/2021,50,210447
nation,Wales,W92000004,11/04/2021,53,210397
nation,Wales,W92000004,10/04/2021,130,210344
nation,Wales,W92000004,09/04/2021,114,210219
nation,Wales,W92000004,08/04/2021,82,210105
nation,Wales,W92000004,07/04/2021,82,210023
nation,Wales,W92000004,06/04/2021,126,209942
nation,Wales,W92000004,05/04/2021,189,209816
nation,Wales,W92000004,04/04/2021,0,209627
nation,Wales,W92000004,03/04/2021,95,209627
nation,Wales,W92000004,02/04/2021,0,209532
nation,Wales,W92000004,01/04/2021,188,209532
nation,Wales,W92000004,31/03/2021,60,209345
nation,Wales,W92000004,30/03/2021,94,209285
nation,Wales,W92000004,29/03/2021,125,209191
nation,Wales,W92000004,28/03/2021,171,209066
nation,Wales,W92000004,27/03/2021,201,208895
nation,Wales,W92000004,26/03/2021,190,208694
nation,Wales,W92000004,25/03/2021,227,208504
nation,Wales,W92000004,24/03/2021,159,208277
nation,Wales,W92000004,23/03/2021,127,208119
nation,Wales,W92000004,22/03/2021,150,207992
nation,Wales,W92000004,21/03/2021,196,207842
nation,Wales,W92000004,20/03/2021,208,207646
nation,Wales,W92000004,19/03/2021,201,207438
nation,Wales,W92000004,18/03/2021,297,207237
nation,Wales,W92000004,17/03/2021,145,206940
nation,Wales,W92000004,16/03/2021,142,206795
nation,Wales,W92000004,15/03/2021,248,206653
nation,Wales,W92000004,14/03/2021,217,206405
nation,Wales,W92000004,13/03/2021,210,206188
nation,Wales,W92000004,12/03/2021,190,205978
nation,Wales,W92000004,11/03/2021,195,205788
nation,Wales,W92000004,10/03/2021,225,205593
nation,Wales,W92000004,09/03/2021,166,205368
nation,Wales,W92000004,08/03/2021,164,205202
nation,Wales,W92000004,07/03/2021,152,205038
nation,Wales,W92000004,06/03/2021,195,204886
nation,Wales,W92000004,05/03/2021,230,204692
nation,Wales,W92000004,04/03/2021,267,204463
nation,Wales,W92000004,03/03/2021,208,204196
nation,Wales,W92000004,02/03/2021,170,203988
nation,Wales,W92000004,01/03/2021,193,203818
nation,Wales,W92000004,28/02/2021,247,203625
nation,Wales,W92000004,27/02/2021,198,203378
nation,Wales,W92000004,26/02/2021,308,203180
nation,Wales,W92000004,25/02/2021,312,202872
nation,Wales,W92000004,24/02/2021,236,202560
nation,Wales,W92000004,23/02/2021,317,202324
nation,Wales,W92000004,22/02/2021,319,202007
nation,Wales,W92000004,21/02/2021,336,201688
nation,Wales,W92000004,20/02/2021,363,201352
nation,Wales,W92000004,19/02/2021,533,200989
nation,Wales,W92000004,18/02/2021,290,200456
nation,Wales,W92000004,17/02/2021,374,200166
nation,Wales,W92000004,16/02/2021,275,199793
nation,Wales,W92000004,15/02/2021,363,199518
nation,Wales,W92000004,14/02/2021,394,199155
nation,Wales,W92000004,13/02/2021,400,198761
nation,Wales,W92000004,12/02/2021,608,198362
nation,Wales,W92000004,11/02/2021,410,197754
nation,Wales,W92000004,10/02/2021,323,197344
nation,Wales,W92000004,09/02/2021,351,197021
nation,Wales,W92000004,08/02/2021,610,196670
nation,Wales,W92000004,07/02/2021,461,196060
nation,Wales,W92000004,06/02/2021,675,195599
nation,Wales,W92000004,05/02/2021,399,194924
nation,Wales,W92000004,04/02/2021,544,194525
nation,Wales,W92000004,03/02/2021,455,193981
nation,Wales,W92000004,02/02/2021,614,193526
nation,Wales,W92000004,01/02/2021,630,192912
nation,Wales,W92000004,31/01/2021,605,192282
nation,Wales,W92000004,30/01/2021,737,191677
nation,Wales,W92000004,29/01/2021,546,190940
nation,Wales,W92000004,28/01/2021,705,190394
nation,Wales,W92000004,27/01/2021,537,189689
nation,Wales,W92000004,26/01/2021,570,189152
nation,Wales,W92000004,25/01/2021,872,188583
nation,Wales,W92000004,24/01/2021,796,187711
nation,Wales,W92000004,23/01/2021,1079,186915
nation,Wales,W92000004,22/01/2021,801,185836
nation,Wales,W92000004,21/01/2021,1153,185035
nation,Wales,W92000004,20/01/2021,1283,183882
nation,Wales,W92000004,19/01/2021,1106,182599
nation,Wales,W92000004,18/01/2021,1332,181493
nation,Wales,W92000004,17/01/2021,1172,180161
nation,Wales,W92000004,16/01/2021,1129,178989
nation,Wales,W92000004,15/01/2021,1808,177864
nation,Wales,W92000004,14/01/2021,1644,176056
nation,Wales,W92000004,13/01/2021,1533,174412
nation,Wales,W92000004,12/01/2021,1332,172879
nation,Wales,W92000004,11/01/2021,1793,171547
nation,Wales,W92000004,10/01/2021,1660,169754
nation,Wales,W92000004,09/01/2021,2373,168094
nation,Wales,W92000004,08/01/2021,2487,165721
nation,Wales,W92000004,07/01/2021,1718,163234
nation,Wales,W92000004,06/01/2021,2238,161516
nation,Wales,W92000004,05/01/2021,2069,159278
nation,Wales,W92000004,04/01/2021,1898,157209
nation,Wales,W92000004,03/01/2021,4011,155311
nation,Wales,W92000004,02/01/2021,2764,151300
nation,Wales,W92000004,01/01/2021,0,148537
nation,Wales,W92000004,31/12/2020,1831,148537
nation,Wales,W92000004,30/12/2020,2281,146706
nation,Wales,W92000004,29/12/2020,2510,144425
nation,Wales,W92000004,28/12/2020,2273,141915
nation,Wales,W92000004,27/12/2020,4142,139642
nation,Wales,W92000004,26/12/2020,2237,135500
nation,Wales,W92000004,25/12/2020,0,133263
nation,Wales,W92000004,24/12/2020,2161,133263
nation,Wales,W92000004,23/12/2020,3013,131102
nation,Wales,W92000004,22/12/2020,2761,128089
nation,Wales,W92000004,21/12/2020,2563,125329
nation,Wales,W92000004,20/12/2020,2334,122766
nation,Wales,W92000004,19/12/2020,3065,120432
nation,Wales,W92000004,18/12/2020,2801,117367
nation,Wales,W92000004,17/12/2020,11468,114566
nation,Wales,W92000004,16/12/2020,530,103098
nation,Wales,W92000004,15/12/2020,615,102568
nation,Wales,W92000004,14/12/2020,1228,101953
nation,Wales,W92000004,13/12/2020,0,100725
nation,Wales,W92000004,12/12/2020,2494,100725
nation,Wales,W92000004,11/12/2020,2234,98232
nation,Wales,W92000004,10/12/2020,1968,95998
nation,Wales,W92000004,09/12/2020,2238,94030
nation,Wales,W92000004,08/12/2020,780,91792
nation,Wales,W92000004,07/12/2020,2021,91013
nation,Wales,W92000004,06/12/2020,1916,88992
nation,Wales,W92000004,05/12/2020,1645,87077
nation,Wales,W92000004,04/12/2020,1471,85432
nation,Wales,W92000004,03/12/2020,1473,83961
nation,Wales,W92000004,02/12/2020,1480,82489
nation,Wales,W92000004,01/12/2020,667,81009
nation,Wales,W92000004,30/11/2020,802,80342
nation,Wales,W92000004,29/11/2020,1004,79540
nation,Wales,W92000004,28/11/2020,1445,78536
nation,Wales,W92000004,27/11/2020,1105,77091
nation,Wales,W92000004,26/11/2020,1251,75986
nation,Wales,W92000004,25/11/2020,907,74735
nation,Wales,W92000004,24/11/2020,595,73828
nation,Wales,W92000004,23/11/2020,892,73233
nation,Wales,W92000004,22/11/2020,808,72341
nation,Wales,W92000004,21/11/2020,1016,71533
nation,Wales,W92000004,20/11/2020,1020,70517
nation,Wales,W92000004,19/11/2020,1048,69497
nation,Wales,W92000004,18/11/2020,638,68449
nation,Wales,W92000004,17/11/2020,705,67811
nation,Wales,W92000004,16/11/2020,892,67106
nation,Wales,W92000004,15/11/2020,1333,66214
nation,Wales,W92000004,14/11/2020,933,64881
nation,Wales,W92000004,13/11/2020,797,63948
nation,Wales,W92000004,12/11/2020,867,63151
nation,Wales,W92000004,11/11/2020,928,62284
nation,Wales,W92000004,10/11/2020,444,61356
nation,Wales,W92000004,09/11/2020,931,60912
nation,Wales,W92000004,08/11/2020,744,59981
nation,Wales,W92000004,07/11/2020,958,59237
nation,Wales,W92000004,06/11/2020,1352,58279
nation,Wales,W92000004,05/11/2020,1272,56927
nation,Wales,W92000004,04/11/2020,1202,55658
nation,Wales,W92000004,03/11/2020,1119,54456
nation,Wales,W92000004,02/11/2020,1646,53337
nation,Wales,W92000004,01/11/2020,819,51691
nation,Wales,W92000004,31/10/2020,1301,50872
nation,Wales,W92000004,30/10/2020,1737,49571
nation,Wales,W92000004,29/10/2020,1375,47834
nation,Wales,W92000004,28/10/2020,1414,46459
nation,Wales,W92000004,27/10/2020,1207,45046
nation,Wales,W92000004,26/10/2020,1158,43839
nation,Wales,W92000004,25/10/2020,1104,42681
nation,Wales,W92000004,24/10/2020,1324,41577
nation,Wales,W92000004,23/10/2020,761,40253
nation,Wales,W92000004,22/10/2020,1134,39491
nation,Wales,W92000004,21/10/2020,962,38361
nation,Wales,W92000004,20/10/2020,1148,37400
nation,Wales,W92000004,19/10/2020,626,36253
nation,Wales,W92000004,18/10/2020,950,35628
nation,Wales,W92000004,17/10/2020,674,34679
nation,Wales,W92000004,16/10/2020,979,34005
nation,Wales,W92000004,15/10/2020,727,33041
nation,Wales,W92000004,14/10/2020,946,32316
nation,Wales,W92000004,13/10/2020,764,31370
nation,Wales,W92000004,12/10/2020,487,30608
nation,Wales,W92000004,11/10/2020,467,30121
nation,Wales,W92000004,10/10/2020,627,29654
nation,Wales,W92000004,09/10/2020,766,29028
nation,Wales,W92000004,08/10/2020,638,28262
nation,Wales,W92000004,07/10/2020,752,27624
nation,Wales,W92000004,06/10/2020,425,26872
nation,Wales,W92000004,05/10/2020,596,26447
nation,Wales,W92000004,04/10/2020,432,25852
nation,Wales,W92000004,03/10/2020,576,25420
nation,Wales,W92000004,02/10/2020,462,24845
nation,Wales,W92000004,01/10/2020,398,24383
nation,Wales,W92000004,30/09/2020,388,23985
nation,Wales,W92000004,29/09/2020,366,23597
nation,Wales,W92000004,28/09/2020,286,23231
nation,Wales,W92000004,27/09/2020,362,22945
nation,Wales,W92000004,26/09/2020,370,22584
nation,Wales,W92000004,25/09/2020,320,22215
nation,Wales,W92000004,24/09/2020,348,21896
nation,Wales,W92000004,23/09/2020,389,21548
nation,Wales,W92000004,22/09/2020,281,21159
nation,Wales,W92000004,21/09/2020,234,20878
nation,Wales,W92000004,20/09/2020,199,20644
nation,Wales,W92000004,19/09/2020,212,20445
nation,Wales,W92000004,18/09/2020,185,20233
nation,Wales,W92000004,17/09/2020,168,20048
nation,Wales,W92000004,16/09/2020,199,19880
nation,Wales,W92000004,15/09/2020,110,19681
nation,Wales,W92000004,14/09/2020,183,19573
nation,Wales,W92000004,13/09/2020,162,19390
nation,Wales,W92000004,12/09/2020,164,19228
nation,Wales,W92000004,11/09/2020,133,19064
nation,Wales,W92000004,10/09/2020,102,18931
nation,Wales,W92000004,09/09/2020,165,18829
nation,Wales,W92000004,08/09/2020,150,18664
nation,Wales,W92000004,07/09/2020,133,18514
nation,Wales,W92000004,06/09/2020,98,18381
nation,Wales,W92000004,05/09/2020,77,18283
nation,Wales,W92000004,04/09/2020,51,18206
nation,Wales,W92000004,03/09/2020,50,18155
nation,Wales,W92000004,02/09/2020,42,18105
nation,Wales,W92000004,01/09/2020,51,18063
nation,Wales,W92000004,31/08/2020,39,18012
nation,Wales,W92000004,30/08/2020,56,17973
nation,Wales,W92000004,29/08/2020,40,17917
nation,Wales,W92000004,28/08/2020,34,17877
nation,Wales,W92000004,27/08/2020,35,17843
nation,Wales,W92000004,26/08/2020,34,17808
nation,Wales,W92000004,25/08/2020,28,17774
nation,Wales,W92000004,24/08/2020,19,17746
nation,Wales,W92000004,23/08/2020,20,17727
nation,Wales,W92000004,22/08/2020,34,17707
nation,Wales,W92000004,21/08/2020,34,17673
nation,Wales,W92000004,20/08/2020,19,17639
nation,Wales,W92000004,19/08/2020,21,17620
nation,Wales,W92000004,18/08/2020,24,17599
nation,Wales,W92000004,17/08/2020,14,17575
nation,Wales,W92000004,16/08/2020,18,17561
nation,Wales,W92000004,15/08/2020,27,17543
nation,Wales,W92000004,14/08/2020,18,17516
nation,Wales,W92000004,13/08/2020,15,17499
nation,Wales,W92000004,12/08/2020,8,17484
nation,Wales,W92000004,11/08/2020,13,17476
nation,Wales,W92000004,10/08/2020,12,17463
nation,Wales,W92000004,09/08/2020,26,17451
nation,Wales,W92000004,08/08/2020,19,17425
nation,Wales,W92000004,07/08/2020,17,17406
nation,Wales,W92000004,06/08/2020,15,17389
nation,Wales,W92000004,05/08/2020,14,17374
nation,Wales,W92000004,04/08/2020,22,17361
nation,Wales,W92000004,03/08/2020,24,17339
nation,Wales,W92000004,02/08/2020,37,17315
nation,Wales,W92000004,01/08/2020,21,17279
nation,Wales,W92000004,31/07/2020,26,17258
nation,Wales,W92000004,30/07/2020,9,17232
nation,Wales,W92000004,29/07/2020,32,17223
nation,Wales,W92000004,28/07/2020,21,17191
