areaType,areaName,areaCode,date,newCasesByPublishDate,cumCasesByPublishDate
nation,Northern Ireland,N92000002,16/11/2020,331,47162
nation,Northern Ireland,N92000002,15/11/2020,472,46831
nation,Northern Ireland,N92000002,14/11/2020,511,46359
nation,Northern Ireland,N92000002,13/11/2020,607,45848
nation,Northern Ireland,N92000002,12/11/2020,548,45241
nation,Northern Ireland,N92000002,11/11/2020,791,44693
nation,Northern Ireland,N92000002,10/11/2020,514,43902
nation,Northern Ireland,N92000002,09/11/2020,471,43388
nation,Northern Ireland,N92000002,08/11/2020,420,42917
nation,Northern Ireland,N92000002,07/11/2020,528,42497
nation,Northern Ireland,N92000002,06/11/2020,595,41969
nation,Northern Ireland,N92000002,05/11/2020,516,41374
nation,Northern Ireland,N92000002,04/11/2020,679,40858
nation,Northern Ireland,N92000002,03/11/2020,570,40179
nation,Northern Ireland,N92000002,02/11/2020,493,39609
nation,Northern Ireland,N92000002,01/11/2020,685,39116
nation,Northern Ireland,N92000002,31/10/2020,649,38431
nation,Northern Ireland,N92000002,30/10/2020,566,37782
nation,Northern Ireland,N92000002,29/10/2020,822,37216
nation,Northern Ireland,N92000002,28/10/2020,840,36394
nation,Northern Ireland,N92000002,27/10/2020,722,35554
nation,Northern Ireland,N92000002,26/10/2020,727,34832
nation,Northern Ireland,N92000002,25/10/2020,896,34105
nation,Northern Ireland,N92000002,24/10/2020,923,33209
nation,Northern Ireland,N92000002,23/10/2020,1252,32286
nation,Northern Ireland,N92000002,22/10/2020,1042,31034
nation,Northern Ireland,N92000002,21/10/2020,1039,29992
nation,Northern Ireland,N92000002,20/10/2020,913,28953
nation,Northern Ireland,N92000002,19/10/2020,820,28040
nation,Northern Ireland,N92000002,18/10/2020,1012,27220
nation,Northern Ireland,N92000002,17/10/2020,1031,26208
nation,Northern Ireland,N92000002,16/10/2020,1299,25177
nation,Northern Ireland,N92000002,15/10/2020,763,23878
nation,Northern Ireland,N92000002,14/10/2020,1217,23115
nation,Northern Ireland,N92000002,13/10/2020,863,21898
nation,Northern Ireland,N92000002,12/10/2020,877,21035
nation,Northern Ireland,N92000002,11/10/2020,1066,20158
nation,Northern Ireland,N92000002,10/10/2020,902,19092
nation,Northern Ireland,N92000002,09/10/2020,1080,18190
nation,Northern Ireland,N92000002,08/10/2020,923,17110
nation,Northern Ireland,N92000002,07/10/2020,828,16187
nation,Northern Ireland,N92000002,06/10/2020,669,15359
nation,Northern Ireland,N92000002,05/10/2020,616,14690
nation,Northern Ireland,N92000002,04/10/2020,462,14074
nation,Northern Ireland,N92000002,03/10/2020,726,13612
nation,Northern Ireland,N92000002,02/10/2020,934,12886
nation,Northern Ireland,N92000002,01/10/2020,259,11952
nation,Northern Ireland,N92000002,30/09/2020,424,11693
nation,Northern Ireland,N92000002,29/09/2020,320,11269
nation,Northern Ireland,N92000002,28/09/2020,220,10949
nation,Northern Ireland,N92000002,27/09/2020,187,10729
nation,Northern Ireland,N92000002,26/09/2020,319,10542
nation,Northern Ireland,N92000002,25/09/2020,273,10223
nation,Northern Ireland,N92000002,24/09/2020,189,9950
nation,Northern Ireland,N92000002,23/09/2020,220,9761
nation,Northern Ireland,N92000002,22/09/2020,75,9541
nation,Northern Ireland,N92000002,21/09/2020,125,9466
nation,Northern Ireland,N92000002,20/09/2020,176,9341
nation,Northern Ireland,N92000002,19/09/2020,222,9165
nation,Northern Ireland,N92000002,18/09/2020,163,8943
nation,Northern Ireland,N92000002,17/09/2020,149,8780
nation,Northern Ireland,N92000002,16/09/2020,129,8631
nation,Northern Ireland,N92000002,15/09/2020,79,8502
nation,Northern Ireland,N92000002,14/09/2020,109,8423
nation,Northern Ireland,N92000002,13/09/2020,87,8314
nation,Northern Ireland,N92000002,12/09/2020,104,8227
nation,Northern Ireland,N92000002,11/09/2020,88,8123
nation,Northern Ireland,N92000002,10/09/2020,78,8035
nation,Northern Ireland,N92000002,09/09/2020,49,7957
nation,Northern Ireland,N92000002,08/09/2020,40,7908
nation,Northern Ireland,N92000002,07/09/2020,141,7868
nation,Northern Ireland,N92000002,06/09/2020,106,7727
nation,Northern Ireland,N92000002,05/09/2020,118,7621
nation,Northern Ireland,N92000002,04/09/2020,61,7503
nation,Northern Ireland,N92000002,03/09/2020,77,7442
nation,Northern Ireland,N92000002,02/09/2020,71,7365
nation,Northern Ireland,N92000002,01/09/2020,49,7294
nation,Northern Ireland,N92000002,31/08/2020,58,7245
nation,Northern Ireland,N92000002,30/08/2020,49,7187
nation,Northern Ireland,N92000002,29/08/2020,89,7138
nation,Northern Ireland,N92000002,28/08/2020,85,7049
nation,Northern Ireland,N92000002,27/08/2020,69,6964
nation,Northern Ireland,N92000002,26/08/2020,72,6895
nation,Northern Ireland,N92000002,25/08/2020,47,6823
nation,Northern Ireland,N92000002,24/08/2020,10,6776
nation,Northern Ireland,N92000002,23/08/2020,119,6766
nation,Northern Ireland,N92000002,22/08/2020,71,6647
nation,Northern Ireland,N92000002,21/08/2020,20,6576
nation,Northern Ireland,N92000002,20/08/2020,51,6556
nation,Northern Ireland,N92000002,19/08/2020,34,6505
nation,Northern Ireland,N92000002,18/08/2020,41,6471
nation,Northern Ireland,N92000002,17/08/2020,39,6430
nation,Northern Ireland,N92000002,16/08/2020,27,6391
nation,Northern Ireland,N92000002,15/08/2020,65,6364
nation,Northern Ireland,N92000002,14/08/2020,74,6299
nation,Northern Ireland,N92000002,13/08/2020,8,6225
nation,Northern Ireland,N92000002,12/08/2020,29,6217
nation,Northern Ireland,N92000002,11/08/2020,48,6188
nation,Northern Ireland,N92000002,10/08/2020,0,6140
nation,Northern Ireland,N92000002,09/08/2020,0,6064
nation,Northern Ireland,N92000002,08/08/2020,0,6064
nation,Northern Ireland,N92000002,07/08/2020,15,6064
nation,Northern Ireland,N92000002,06/08/2020,43,6049
nation,Northern Ireland,N92000002,05/08/2020,10,6006
nation,Northern Ireland,N92000002,04/08/2020,8,5996
nation,Northern Ireland,N92000002,03/08/2020,0,5988
nation,Northern Ireland,N92000002,02/08/2020,0,5948
nation,Northern Ireland,N92000002,01/08/2020,0,5948
nation,Northern Ireland,N92000002,31/07/2020,10,5948
nation,Northern Ireland,N92000002,30/07/2020,8,5938
nation,Northern Ireland,N92000002,29/07/2020,9,5930
nation,Northern Ireland,N92000002,28/07/2020,9,5921
nation,Northern Ireland,N92000002,27/07/2020,0,5912
nation,Northern Ireland,N92000002,26/07/2020,0,5891
nation,Northern Ireland,N92000002,25/07/2020,0,5891
nation,Northern Ireland,N92000002,24/07/2020,15,5891
nation,Northern Ireland,N92000002,23/07/2020,8,5876
nation,Northern Ireland,N92000002,22/07/2020,9,5868
nation,Northern Ireland,N92000002,21/07/2020,2,5859
nation,Northern Ireland,N92000002,20/07/2020,0,5857
nation,Northern Ireland,N92000002,19/07/2020,0,5834
nation,Northern Ireland,N92000002,18/07/2020,0,5834
nation,Northern Ireland,N92000002,17/07/2020,19,5834
nation,Northern Ireland,N92000002,16/07/2020,16,5815
nation,Northern Ireland,N92000002,15/07/2020,9,5799
nation,Northern Ireland,N92000002,14/07/2020,2,5790
nation,Northern Ireland,N92000002,13/07/2020,0,5788
nation,Northern Ireland,N92000002,12/07/2020,0,5772
nation,Northern Ireland,N92000002,11/07/2020,0,5772
nation,Northern Ireland,N92000002,10/07/2020,4,5772
nation,Northern Ireland,N92000002,09/07/2020,3,5768
nation,Northern Ireland,N92000002,08/07/2020,4,5765
nation,Northern Ireland,N92000002,07/07/2020,5,5761
nation,Northern Ireland,N92000002,06/07/2020,0,5756
nation,Northern Ireland,N92000002,05/07/2020,0,5747
nation,Northern Ireland,N92000002,04/07/2020,0,5747
nation,Northern Ireland,N92000002,03/07/2020,4,5747
nation,Northern Ireland,N92000002,02/07/2020,7,5768
nation,Northern Ireland,N92000002,01/07/2020,1,5761
nation,Northern Ireland,N92000002,30/06/2020,3,5760
nation,Northern Ireland,N92000002,29/06/2020,6,5757
nation,Northern Ireland,N92000002,28/06/2020,1,5751
nation,Northern Ireland,N92000002,27/06/2020,2,5750
nation,Northern Ireland,N92000002,26/06/2020,4,5748
nation,Northern Ireland,N92000002,25/06/2020,1,4874
nation,Northern Ireland,N92000002,24/06/2020,2,4873
nation,Northern Ireland,N92000002,23/06/2020,0,4871
nation,Northern Ireland,N92000002,22/06/2020,1,4871
nation,Northern Ireland,N92000002,21/06/2020,4,4870
nation,Northern Ireland,N92000002,20/06/2020,0,4866
nation,Northern Ireland,N92000002,19/06/2020,3,4866
nation,Northern Ireland,N92000002,18/06/2020,1,4863
nation,Northern Ireland,N92000002,17/06/2020,8,4862
nation,Northern Ireland,N92000002,16/06/2020,2,4854
nation,Northern Ireland,N92000002,15/06/2020,4,4852
nation,Northern Ireland,N92000002,14/06/2020,7,4848
nation,Northern Ireland,N92000002,13/06/2020,3,4841
nation,Northern Ireland,N92000002,12/06/2020,16,4838
nation,Northern Ireland,N92000002,11/06/2020,4,4822
nation,Northern Ireland,N92000002,10/06/2020,13,4818
nation,Northern Ireland,N92000002,09/06/2020,3,4805
nation,Northern Ireland,N92000002,08/06/2020,6,4802
nation,Northern Ireland,N92000002,07/06/2020,6,4796
nation,Northern Ireland,N92000002,06/06/2020,14,4790
nation,Northern Ireland,N92000002,05/06/2020,3,4776
nation,Northern Ireland,N92000002,04/06/2020,33,4773
nation,Northern Ireland,N92000002,03/06/2020,8,4740
nation,Northern Ireland,N92000002,02/06/2020,4,4732
nation,Northern Ireland,N92000002,01/06/2020,12,4728
nation,Northern Ireland,N92000002,31/05/2020,7,4716
nation,Northern Ireland,N92000002,30/05/2020,13,4709
nation,Northern Ireland,N92000002,29/05/2020,17,4696
nation,Northern Ireland,N92000002,28/05/2020,16,4679
nation,Northern Ireland,N92000002,27/05/2020,26,4663
nation,Northern Ireland,N92000002,26/05/2020,28,4637
nation,Northern Ireland,N92000002,25/05/2020,39,4609
nation,Northern Ireland,N92000002,24/05/2020,25,4570
nation,Northern Ireland,N92000002,23/05/2020,41,4545
nation,Northern Ireland,N92000002,22/05/2020,23,4504
nation,Northern Ireland,N92000002,21/05/2020,42,4481
nation,Northern Ireland,N92000002,20/05/2020,18,4439
nation,Northern Ireland,N92000002,19/05/2020,20,4421
nation,Northern Ireland,N92000002,18/05/2020,16,4401
nation,Northern Ireland,N92000002,17/05/2020,28,4385
nation,Northern Ireland,N92000002,16/05/2020,40,4357
nation,Northern Ireland,N92000002,15/05/2020,26,4317
nation,Northern Ireland,N92000002,14/05/2020,38,4291
nation,Northern Ireland,N92000002,13/05/2020,60,4253
nation,Northern Ireland,N92000002,12/05/2020,44,4193
nation,Northern Ireland,N92000002,11/05/2020,30,4149
nation,Northern Ireland,N92000002,10/05/2020,41,4119
nation,Northern Ireland,N92000002,09/05/2020,56,4078
nation,Northern Ireland,N92000002,08/05/2020,38,4022
nation,Northern Ireland,N92000002,07/05/2020,50,3984
nation,Northern Ireland,N92000002,06/05/2020,53,3934
nation,Northern Ireland,N92000002,05/05/2020,45,3881
nation,Northern Ireland,N92000002,04/05/2020,69,3836
nation,Northern Ireland,N92000002,03/05/2020,78,3767
nation,Northern Ireland,N92000002,02/05/2020,66,3689
nation,Northern Ireland,N92000002,01/05/2020,87,3623
nation,Northern Ireland,N92000002,30/04/2020,73,3536
nation,Northern Ireland,N92000002,29/04/2020,55,3463
nation,Northern Ireland,N92000002,28/04/2020,34,3408
nation,Northern Ireland,N92000002,27/04/2020,66,3374
nation,Northern Ireland,N92000002,26/04/2020,82,3308
nation,Northern Ireland,N92000002,25/04/2020,104,3226
nation,Northern Ireland,N92000002,24/04/2020,106,3122
nation,Northern Ireland,N92000002,23/04/2020,142,3016
nation,Northern Ireland,N92000002,22/04/2020,116,2874
nation,Northern Ireland,N92000002,21/04/2020,30,2758
nation,Northern Ireland,N92000002,20/04/2020,83,2728
nation,Northern Ireland,N92000002,19/04/2020,159,2645
nation,Northern Ireland,N92000002,18/04/2020,148,2486
nation,Northern Ireland,N92000002,17/04/2020,137,2338
nation,Northern Ireland,N92000002,16/04/2020,113,2201
nation,Northern Ireland,N92000002,15/04/2020,121,2088
nation,Northern Ireland,N92000002,14/04/2020,85,1967
nation,Northern Ireland,N92000002,13/04/2020,76,1882
nation,Northern Ireland,N92000002,12/04/2020,89,1806
nation,Northern Ireland,N92000002,11/04/2020,128,1717
nation,Northern Ireland,N92000002,10/04/2020,112,1589
nation,Northern Ireland,N92000002,09/04/2020,138,1477
nation,Northern Ireland,N92000002,08/04/2020,84,1339
nation,Northern Ireland,N92000002,07/04/2020,97,1255
nation,Northern Ireland,N92000002,06/04/2020,69,1158
nation,Northern Ireland,N92000002,05/04/2020,91,1089
nation,Northern Ireland,N92000002,04/04/2020,94,998
nation,Northern Ireland,N92000002,03/04/2020,130,904
nation,Northern Ireland,N92000002,02/04/2020,85,774
nation,Northern Ireland,N92000002,01/04/2020,103,689
nation,Northern Ireland,N92000002,31/03/2020,53,586
nation,Northern Ireland,N92000002,30/03/2020,123,533
nation,Northern Ireland,N92000002,29/03/2020,86,410
nation,Northern Ireland,N92000002,28/03/2020,49,324
nation,Northern Ireland,N92000002,27/03/2020,34,275
nation,Northern Ireland,N92000002,26/03/2020,32,241
nation,Northern Ireland,N92000002,25/03/2020,37,209
nation,Northern Ireland,N92000002,24/03/2020,24,172
nation,Northern Ireland,N92000002,23/03/2020,20,148
nation,Northern Ireland,N92000002,22/03/2020,20,128
nation,Northern Ireland,N92000002,21/03/2020,22,108
nation,Northern Ireland,N92000002,20/03/2020,9,86
nation,Northern Ireland,N92000002,19/03/2020,9,77
nation,Northern Ireland,N92000002,18/03/2020,6,68
nation,Northern Ireland,N92000002,17/03/2020,10,62
nation,Northern Ireland,N92000002,16/03/2020,7,52
nation,Northern Ireland,N92000002,15/03/2020,11,45
nation,Northern Ireland,N92000002,14/03/2020,5,34
nation,Northern Ireland,N92000002,13/03/2020,10,29
nation,Northern Ireland,N92000002,12/03/2020,1,19
nation,Northern Ireland,N92000002,11/03/2020,2,18
nation,Northern Ireland,N92000002,10/03/2020,0,16
nation,Northern Ireland,N92000002,09/03/2020,3,12
nation,Northern Ireland,N92000002,08/03/2020,5,9
nation,Northern Ireland,N92000002,07/03/2020,2,4
nation,Northern Ireland,N92000002,06/03/2020,2,2
nation,Scotland,S92000003,07/07/2021,3799,303647
nation,Scotland,S92000003,06/07/2021,2363,299848
nation,Scotland,S92000003,05/07/2021,2372,297485
nation,Scotland,S92000003,04/07/2021,2726,295113
nation,Scotland,S92000003,03/07/2021,3108,292387
nation,Scotland,S92000003,02/07/2021,3823,289279
nation,Scotland,S92000003,01/07/2021,4234,285456
nation,Scotland,S92000003,30/06/2021,3887,281222
nation,Scotland,S92000003,29/06/2021,3118,277335
nation,Scotland,S92000003,28/06/2021,3285,274217
nation,Scotland,S92000003,27/06/2021,2639,270932
nation,Scotland,S92000003,26/06/2021,2836,268293
nation,Scotland,S92000003,25/06/2021,1747,265457
nation,Scotland,S92000003,24/06/2021,2999,263710
nation,Scotland,S92000003,23/06/2021,2969,260711
nation,Scotland,S92000003,22/06/2021,2167,257742
nation,Scotland,S92000003,21/06/2021,1250,255575
nation,Scotland,S92000003,20/06/2021,1205,254325
nation,Scotland,S92000003,19/06/2021,1209,253120
nation,Scotland,S92000003,18/06/2021,950,251911
nation,Scotland,S92000003,17/06/2021,1317,250961
nation,Scotland,S92000003,16/06/2021,1129,249644
nation,Scotland,S92000003,15/06/2021,974,248515
nation,Scotland,S92000003,14/06/2021,761,247541
nation,Scotland,S92000003,13/06/2021,1036,246780
nation,Scotland,S92000003,12/06/2021,1030,245744
nation,Scotland,S92000003,11/06/2021,1104,244714
nation,Scotland,S92000003,10/06/2021,735,243610
nation,Scotland,S92000003,09/06/2021,1011,242875
nation,Scotland,S92000003,08/06/2021,695,241864
nation,Scotland,S92000003,07/06/2021,641,241169
nation,Scotland,S92000003,06/06/2021,775,240528
nation,Scotland,S92000003,05/06/2021,860,239753
nation,Scotland,S92000003,04/06/2021,992,238893
nation,Scotland,S92000003,03/06/2021,835,237901
nation,Scotland,S92000003,02/06/2021,677,237066
nation,Scotland,S92000003,01/06/2021,478,236389
nation,Scotland,S92000003,31/05/2021,490,235911
nation,Scotland,S92000003,30/05/2021,526,235421
nation,Scotland,S92000003,29/05/2021,583,234895
nation,Scotland,S92000003,28/05/2021,641,234312
nation,Scotland,S92000003,27/05/2021,464,233671
nation,Scotland,S92000003,26/05/2021,546,233207
nation,Scotland,S92000003,25/05/2021,318,232661
nation,Scotland,S92000003,24/05/2021,313,232343
nation,Scotland,S92000003,23/05/2021,378,232030
nation,Scotland,S92000003,22/05/2021,370,231652
nation,Scotland,S92000003,21/05/2021,414,231282
nation,Scotland,S92000003,20/05/2021,432,230868
nation,Scotland,S92000003,19/05/2021,394,230436
nation,Scotland,S92000003,18/05/2021,268,230042
nation,Scotland,S92000003,17/05/2021,161,229774
nation,Scotland,S92000003,16/05/2021,292,229613
nation,Scotland,S92000003,15/05/2021,413,229321
nation,Scotland,S92000003,14/05/2021,215,228908
nation,Scotland,S92000003,13/05/2021,270,228693
nation,Scotland,S92000003,12/05/2021,345,228423
nation,Scotland,S92000003,11/05/2021,238,228078
nation,Scotland,S92000003,10/05/2021,168,227840
nation,Scotland,S92000003,09/05/2021,200,227672
nation,Scotland,S92000003,08/05/2021,224,227472
nation,Scotland,S92000003,07/05/2021,236,227248
nation,Scotland,S92000003,06/05/2021,283,227012
nation,Scotland,S92000003,05/05/2021,85,226729
nation,Scotland,S92000003,04/05/2021,139,226644
nation,Scotland,S92000003,03/05/2021,132,226505
nation,Scotland,S92000003,02/05/2021,146,226373
nation,Scotland,S92000003,01/05/2021,175,226227
nation,Scotland,S92000003,30/04/2021,191,226052
nation,Scotland,S92000003,29/04/2021,178,225861
nation,Scotland,S92000003,28/04/2021,204,225683
nation,Scotland,S92000003,27/04/2021,133,225479
nation,Scotland,S92000003,26/04/2021,142,225346
nation,Scotland,S92000003,25/04/2021,176,225204
nation,Scotland,S92000003,24/04/2021,177,225028
nation,Scotland,S92000003,23/04/2021,255,224851
nation,Scotland,S92000003,22/04/2021,231,224596
nation,Scotland,S92000003,21/04/2021,273,224365
nation,Scotland,S92000003,20/04/2021,178,224092
nation,Scotland,S92000003,19/04/2021,232,223914
nation,Scotland,S92000003,18/04/2021,211,223682
nation,Scotland,S92000003,17/04/2021,210,223471
nation,Scotland,S92000003,16/04/2021,204,223261
nation,Scotland,S92000003,15/04/2021,237,222897
nation,Scotland,S92000003,14/04/2021,278,222660
nation,Scotland,S92000003,13/04/2021,221,222382
nation,Scotland,S92000003,12/04/2021,199,222161
nation,Scotland,S92000003,11/04/2021,250,221962
nation,Scotland,S92000003,10/04/2021,281,221712
nation,Scotland,S92000003,09/04/2021,285,221431
nation,Scotland,S92000003,08/04/2021,364,221146
nation,Scotland,S92000003,07/04/2021,289,220782
nation,Scotland,S92000003,06/04/2021,259,220493
nation,Scotland,S92000003,05/04/2021,248,220234
nation,Scotland,S92000003,04/04/2021,343,219986
nation,Scotland,S92000003,03/04/2021,397,219643
nation,Scotland,S92000003,02/04/2021,414,219246
nation,Scotland,S92000003,01/04/2021,400,218832
nation,Scotland,S92000003,31/03/2021,542,218432
nation,Scotland,S92000003,30/03/2021,411,217890
nation,Scotland,S92000003,29/03/2021,352,217479
nation,Scotland,S92000003,28/03/2021,422,217127
nation,Scotland,S92000003,27/03/2021,563,216705
nation,Scotland,S92000003,26/03/2021,543,216142
nation,Scotland,S92000003,25/03/2021,701,215599
nation,Scotland,S92000003,24/03/2021,692,215075
nation,Scotland,S92000003,23/03/2021,495,214383
nation,Scotland,S92000003,22/03/2021,359,213888
nation,Scotland,S92000003,21/03/2021,532,213529
nation,Scotland,S92000003,20/03/2021,488,212997
nation,Scotland,S92000003,19/03/2021,655,212509
nation,Scotland,S92000003,18/03/2021,624,211854
nation,Scotland,S92000003,17/03/2021,625,211230
nation,Scotland,S92000003,16/03/2021,597,210605
nation,Scotland,S92000003,15/03/2021,456,210008
nation,Scotland,S92000003,14/03/2021,484,209552
nation,Scotland,S92000003,13/03/2021,639,209068
nation,Scotland,S92000003,12/03/2021,682,208429
nation,Scotland,S92000003,11/03/2021,591,207747
nation,Scotland,S92000003,10/03/2021,691,207156
nation,Scotland,S92000003,09/03/2021,466,206465
nation,Scotland,S92000003,08/03/2021,501,205999
nation,Scotland,S92000003,07/03/2021,390,205498
nation,Scotland,S92000003,06/03/2021,555,205108
nation,Scotland,S92000003,05/03/2021,498,204553
nation,Scotland,S92000003,04/03/2021,500,204055
nation,Scotland,S92000003,03/03/2021,543,203555
nation,Scotland,S92000003,02/03/2021,542,203012
nation,Scotland,S92000003,01/03/2021,386,202470
nation,Scotland,S92000003,28/02/2021,572,202084
nation,Scotland,S92000003,27/02/2021,525,201512
nation,Scotland,S92000003,26/02/2021,581,200987
nation,Scotland,S92000003,25/02/2021,769,200406
nation,Scotland,S92000003,24/02/2021,798,199637
nation,Scotland,S92000003,23/02/2021,655,198839
nation,Scotland,S92000003,22/02/2021,715,198184
nation,Scotland,S92000003,21/02/2021,827,197469
nation,Scotland,S92000003,20/02/2021,803,196642
nation,Scotland,S92000003,19/02/2021,885,195839
nation,Scotland,S92000003,18/02/2021,685,194954
nation,Scotland,S92000003,17/02/2021,1121,194269
nation,Scotland,S92000003,16/02/2021,773,193148
nation,Scotland,S92000003,15/02/2021,559,192375
nation,Scotland,S92000003,14/02/2021,903,191816
nation,Scotland,S92000003,13/02/2021,908,190913
nation,Scotland,S92000003,12/02/2021,830,190005
nation,Scotland,S92000003,11/02/2021,830,189175
nation,Scotland,S92000003,10/02/2021,803,188345
nation,Scotland,S92000003,09/02/2021,822,187542
nation,Scotland,S92000003,08/02/2021,928,186720
nation,Scotland,S92000003,07/02/2021,584,185792
nation,Scotland,S92000003,06/02/2021,895,185208
nation,Scotland,S92000003,05/02/2021,895,184313
nation,Scotland,S92000003,04/02/2021,1149,183418
nation,Scotland,S92000003,03/02/2021,978,182269
nation,Scotland,S92000003,02/02/2021,758,181291
nation,Scotland,S92000003,01/02/2021,848,180533
nation,Scotland,S92000003,31/01/2021,1003,179685
nation,Scotland,S92000003,30/01/2021,994,178682
nation,Scotland,S92000003,29/01/2021,1155,177688
nation,Scotland,S92000003,28/01/2021,1201,176533
nation,Scotland,S92000003,27/01/2021,1330,175332
nation,Scotland,S92000003,26/01/2021,1049,174002
nation,Scotland,S92000003,25/01/2021,752,172953
nation,Scotland,S92000003,24/01/2021,1195,172201
nation,Scotland,S92000003,23/01/2021,1307,171006
nation,Scotland,S92000003,22/01/2021,1480,169699
nation,Scotland,S92000003,21/01/2021,1636,168219
nation,Scotland,S92000003,20/01/2021,1656,166583
nation,Scotland,S92000003,19/01/2021,1165,164927
nation,Scotland,S92000003,18/01/2021,1429,163762
nation,Scotland,S92000003,17/01/2021,1341,162333
nation,Scotland,S92000003,16/01/2021,1753,160992
nation,Scotland,S92000003,15/01/2021,2160,159239
nation,Scotland,S92000003,14/01/2021,1707,157079
nation,Scotland,S92000003,13/01/2021,1949,155372
nation,Scotland,S92000003,12/01/2021,1875,153423
nation,Scotland,S92000003,11/01/2021,1782,151548
nation,Scotland,S92000003,10/01/2021,1877,149766
nation,Scotland,S92000003,09/01/2021,1865,147889
nation,Scotland,S92000003,08/01/2021,2309,146024
nation,Scotland,S92000003,07/01/2021,2649,143715
nation,Scotland,S92000003,06/01/2021,2039,141066
nation,Scotland,S92000003,05/01/2021,2529,139027
nation,Scotland,S92000003,04/01/2021,1905,136498
nation,Scotland,S92000003,03/01/2021,2464,134593
nation,Scotland,S92000003,02/01/2021,2137,132129
nation,Scotland,S92000003,01/01/2021,2539,129992
nation,Scotland,S92000003,31/12/2020,2622,127453
nation,Scotland,S92000003,30/12/2020,2045,124831
nation,Scotland,S92000003,29/12/2020,1895,122786
nation,Scotland,S92000003,28/12/2020,967,120891
nation,Scotland,S92000003,27/12/2020,740,119924
nation,Scotland,S92000003,26/12/2020,1149,119184
nation,Scotland,S92000003,25/12/2020,1165,118035
nation,Scotland,S92000003,24/12/2020,1314,116870
nation,Scotland,S92000003,23/12/2020,1190,115556
nation,Scotland,S92000003,22/12/2020,1316,114366
nation,Scotland,S92000003,21/12/2020,1504,113050
nation,Scotland,S92000003,20/12/2020,934,111546
nation,Scotland,S92000003,19/12/2020,572,110612
nation,Scotland,S92000003,18/12/2020,744,110040
nation,Scotland,S92000003,17/12/2020,858,109296
nation,Scotland,S92000003,16/12/2020,689,108438
nation,Scotland,S92000003,15/12/2020,845,107749
nation,Scotland,S92000003,14/12/2020,734,106904
nation,Scotland,S92000003,13/12/2020,800,106170
nation,Scotland,S92000003,12/12/2020,1064,105370
nation,Scotland,S92000003,11/12/2020,1001,104306
nation,Scotland,S92000003,10/12/2020,933,103305
nation,Scotland,S92000003,09/12/2020,897,102372
nation,Scotland,S92000003,08/12/2020,692,101475
nation,Scotland,S92000003,07/12/2020,677,100783
nation,Scotland,S92000003,06/12/2020,643,100106
nation,Scotland,S92000003,05/12/2020,777,99463
nation,Scotland,S92000003,04/12/2020,966,98686
nation,Scotland,S92000003,03/12/2020,958,97720
nation,Scotland,S92000003,02/12/2020,951,96762
nation,Scotland,S92000003,01/12/2020,754,95811
nation,Scotland,S92000003,30/11/2020,369,95058
nation,Scotland,S92000003,29/11/2020,746,94689
nation,Scotland,S92000003,28/11/2020,788,93943
nation,Scotland,S92000003,27/11/2020,969,93155
nation,Scotland,S92000003,26/11/2020,1225,92186
nation,Scotland,S92000003,25/11/2020,880,90961
nation,Scotland,S92000003,24/11/2020,771,90081
nation,Scotland,S92000003,23/11/2020,949,89310
nation,Scotland,S92000003,22/11/2020,844,88361
nation,Scotland,S92000003,21/11/2020,887,87517
nation,Scotland,S92000003,20/11/2020,1018,86630
nation,Scotland,S92000003,19/11/2020,1089,85612
nation,Scotland,S92000003,18/11/2020,1264,84523
nation,Scotland,S92000003,17/11/2020,1248,83259
nation,Scotland,S92000003,16/11/2020,717,82011
nation,Scotland,S92000003,15/11/2020,1159,81294
nation,Scotland,S92000003,14/11/2020,1118,80135
nation,Scotland,S92000003,13/11/2020,1357,79017
nation,Scotland,S92000003,12/11/2020,1212,77660
nation,Scotland,S92000003,11/11/2020,1261,76448
nation,Scotland,S92000003,10/11/2020,832,75187
nation,Scotland,S92000003,09/11/2020,912,74355
nation,Scotland,S92000003,08/11/2020,1115,73443
nation,Scotland,S92000003,07/11/2020,1596,72328
nation,Scotland,S92000003,06/11/2020,1072,70732
nation,Scotland,S92000003,05/11/2020,1216,69660
nation,Scotland,S92000003,04/11/2020,1433,68444
nation,Scotland,S92000003,03/11/2020,999,67011
nation,Scotland,S92000003,02/11/2020,951,66012
nation,Scotland,S92000003,01/11/2020,1148,65061
nation,Scotland,S92000003,31/10/2020,1101,63913
nation,Scotland,S92000003,30/10/2020,1281,62812
nation,Scotland,S92000003,29/10/2020,1128,61531
nation,Scotland,S92000003,28/10/2020,1202,60403
nation,Scotland,S92000003,27/10/2020,1327,59201
nation,Scotland,S92000003,26/10/2020,1122,57874
nation,Scotland,S92000003,25/10/2020,1303,56752
nation,Scotland,S92000003,24/10/2020,1433,55449
nation,Scotland,S92000003,23/10/2020,1401,54016
nation,Scotland,S92000003,22/10/2020,1712,52615
nation,Scotland,S92000003,21/10/2020,1739,50903
nation,Scotland,S92000003,20/10/2020,1456,49164
nation,Scotland,S92000003,19/10/2020,993,47708
nation,Scotland,S92000003,18/10/2020,316,46715
nation,Scotland,S92000003,17/10/2020,1167,46399
nation,Scotland,S92000003,16/10/2020,1196,45232
nation,Scotland,S92000003,15/10/2020,1351,44036
nation,Scotland,S92000003,14/10/2020,1429,42685
nation,Scotland,S92000003,13/10/2020,1297,41256
